titulo;barrio;precio;metros;habitaciones;banos;planta;ascensor;garaje;terraza;aire;amueblado;reformado;url
Piso en Calle de la Pasa, 4, Palacio, Madrid;Palacio;1550;30;1;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110156509/
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1333;56;1;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/109766508/
Piso en Calle de Nicasio Gallego, s/n, Trafalgar, Madrid;Trafalgar;1800;60;2;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110136485/
Piso en Calle de San Bernardo, 83, Malasaña-Universidad, Madrid;Malasaña;1500;60;1;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110136480/
Piso en Calle Corozal, 2, Pinar del Rey, Madrid;Pinar del Rey;990;25;1;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110146471/
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1480;55;1;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/109766442/
Piso en Calle Nuestra Señora de la Soledad, Buena Vista, Madrid;Sol;1100;55;2;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/109953428/
Estudio en Calle Príncipe, 35, Huertas-Cortes, Madrid;Cortes;5000;49;0;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/108950410/
Piso en Paseo de la Dirección, 161, Valdeacederas, Madrid;Valdeacederas;1900;79;1;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/110187369/
Piso en Calle de Sagasta, 5, Trafalgar, Madrid;Trafalgar;1150;25;1;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110071351/
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1465;55;1;1;10;0;0;0;0;0;0;https://www.idealista.com/inmueble/109766355/
Piso en Calle Imperial, 1, Sol, Madrid;Sol;1250;45;1;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110071343/
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1333;56;1;1;2;1;0;0;1;0;1;https://www.idealista.com/inmueble/109766508/
Piso en Calle de Nicasio Gallego, s/n, Trafalgar, Madrid;Trafalgar;1800;60;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110136485/
Piso en Calle de San Bernardo, 83, Malasaña-Universidad, Madrid;Malasaña;1500;60;1;1;-1;1;0;0;0;0;0;https://www.idealista.com/inmueble/110136480/
Piso en Calle Corozal, 2, Pinar del Rey, Madrid;Pinar del Rey;990;25;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110146471/
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1480;55;1;1;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/109766442/
Piso en Calle Nuestra Señora de la Soledad, Buena Vista, Madrid;Sol;1100;55;2;1;3;1;0;1;1;1;1;https://www.idealista.com/inmueble/109953428/
Estudio en Calle Príncipe, 35, Huertas-Cortes, Madrid;Cortes;5000;49;0;1;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/108950410/
Piso en Paseo de la Dirección, 161, Valdeacederas, Madrid;Valdeacederas;1900;79;1;1;5;1;1;1;1;1;0;https://www.idealista.com/inmueble/110187369/
Piso en Calle de Sagasta, 5, Trafalgar, Madrid;Trafalgar;1150;25;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110071351/
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1465;55;1;1;10;1;0;0;1;0;1;https://www.idealista.com/inmueble/109766355/
Piso en Calle Imperial, 1, Sol, Madrid;Sol;1250;45;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110071343/
Piso en Calle del Tesoro, s/n, Malasaña-Universidad, Madrid;Malasaña;900;20;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110173335/
Piso en Calle de la Pasa, 4, Palacio, Madrid;Palacio;1550;40;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110173332/
Piso en Calle de los Monederos, s/n, Moscardó, Madrid;Otros Madrid;1300;50;1;1;-1;1;0;1;1;1;0;https://www.idealista.com/inmueble/110173324/
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1440;55;1;1;9;1;0;0;1;0;1;https://www.idealista.com/inmueble/109766318/
Piso en Calle de Ardemans, Guindalera, Madrid;Guindalera;1150;30;1;1;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/98529317/
Piso en Calle de Sagasta, s/n, Trafalgar, Madrid;Trafalgar;1250;40;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110126309/
Estudio en Calle de los Madrazo, s/n, Huertas-Cortes, Madrid;Cortes;1500;58;0;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110173302/
Piso en Calle de Guadarrama, 13, Puerta del Ángel, Madrid;Puerta del Ángel;1150;35;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110091306/
Estudio en Calle de las Huertas, 2, Huertas-Cortes, Madrid;Cortes;1350;40;0;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110009307/
Piso en Calle del Tesoro, s/n, Malasaña-Universidad, Madrid;Malasaña;950;20;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110009306/
Piso en Calle del Arenal, 18, Sol, Madrid;Sol;2200;100;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110009305/
Estudio en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1400;27;0;1;1;1;1;0;0;1;0;https://www.idealista.com/inmueble/110009298/
Piso en Calle de Antonio Zamora, s/n, Puerta del Ángel, Madrid;Puerta del Ángel;1450;60;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110091268/
Ático en Ciudad Universitaria, Madrid;Ciudad Universitaria;9000;447;7;6;5;1;1;1;1;0;1;https://www.idealista.com/inmueble/101977248/
Piso en Calle de la Palmera, 12, Ventilla-Almenara, Madrid;Almenara;3000;110;2;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110176227/
Estudio en Calle de las Huertas, 3, Huertas-Cortes, Madrid;Cortes;1500;30;0;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110176213/
Piso en Calle de Francisco Gervás, Cuzco-Castillejos, Madrid;Castillejos;2200;90;2;2;14;1;0;0;1;0;0;https://www.idealista.com/inmueble/110137213/
Piso en Calle de Antonio Zamora, s/n, Puerta del Ángel, Madrid;Puerta del Ángel;1300;50;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110165135/
Estudio en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1600;27;0;1;1;1;1;0;0;1;0;https://www.idealista.com/inmueble/110123067/
Piso en Calle del Pilar de Zaragoza, Guindalera, Madrid;Guindalera;2200;99;2;2;1;1;0;1;0;0;0;https://www.idealista.com/inmueble/39120932/
Piso en Calle del Factor, Palacio, Madrid;Palacio;5800;492;5;6;1;1;1;1;1;0;0;https://www.idealista.com/inmueble/106785920/
Piso en Calle de Fernando Vizcaíno Casas, Aravaca, Madrid;Aravaca;3400;173;4;3;1;1;1;1;1;0;0;https://www.idealista.com/inmueble/109998857/
Estudio en Calle de Silva, Malasaña-Universidad, Madrid;Malasaña;1300;50;0;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/106685771/
Piso en Calle de Ponzano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3500;110;2;3;1;1;0;1;1;1;0;https://www.idealista.com/inmueble/109909731/
Piso en Calle del General Díaz Porlier, Lista, Madrid;Lista;1750;70;2;1;2;1;0;0;0;1;0;https://www.idealista.com/inmueble/110096692/
Piso en Calle Galiana, Puerta del Ángel, Madrid;Puerta del Ángel;1200;62;1;1;0;1;0;1;1;1;1;https://www.idealista.com/inmueble/104343625/
Piso en Calle de Ayala, Recoletos, Madrid;Recoletos;2200;96;1;1;5;1;0;0;1;0;0;https://www.idealista.com/inmueble/109936604/
Piso en Plaza Mayor, Sol, Madrid;Sol;5000;171;3;2;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/109461584/
Piso en Calle de Francisco Remiro, Guindalera, Madrid;Guindalera;1600;67;1;1;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/110017579/
Piso en Calle del Río, Palacio, Madrid;Palacio;3350;42;1;1;1;1;1;0;1;1;1;https://www.idealista.com/inmueble/107125564/
Piso en Calle de Ponzano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1700;64;1;1;3;1;1;0;1;0;0;https://www.idealista.com/inmueble/109684553/
Piso en Calle de Núñez de Balboa, Castellana, Madrid;Castellana;4500;164;4;3;4;1;1;1;1;0;1;https://www.idealista.com/inmueble/110082437/
Piso en Calle de Francisca Moreno, Goya, Madrid;Goya;2200;50;1;1;0;1;0;1;1;1;0;https://www.idealista.com/inmueble/110192307/
Dúplex en Calle de Salustiano Olózaga, Recoletos, Madrid;Recoletos;8000;245;5;3;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/91419290/
Ático en Calle de los Reyes Magos, Niño Jesús, Madrid;Niño Jesús;2700;80;2;2;7;1;0;1;1;0;0;https://www.idealista.com/inmueble/110107271/
Piso en Calle de Goya, Goya, Madrid;Goya;1900;67;2;1;2;1;0;0;1;0;1;https://www.idealista.com/inmueble/110192243/
Piso en Calle de Gonzalo de Córdoba, Trafalgar, Madrid;Trafalgar;2700;118;1;2;3;1;0;1;0;0;1;https://www.idealista.com/inmueble/107072188/
Ático en Calle de Clara del Rey, Prosperidad, Madrid;Prosperidad;1600;62;1;1;8;1;0;1;1;1;0;https://www.idealista.com/inmueble/105628169/
Piso en Calle de la Pasa, 4, Palacio, Madrid;Palacio;1550;52;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110123058/
Ático en Salvador, Madrid;Otros Madrid;3500;105;3;2;4;1;1;1;1;1;1;https://www.idealista.com/inmueble/109311037/
Piso en Calle de Ibiza, Ibiza, Madrid;Ibiza;1600;50;1;1;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/102948977/
Piso en CL Juan Hurtado De Mendoza, Nueva España, Madrid;Nueva España;1600;77;1;1;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/109866971/
Piso en Calle de Lagasca, Castellana, Madrid;Castellana;1450;45;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/110149959/
Piso en Calle de Gaztambide, Gaztambide, Madrid;Gaztambide;3000;144;3;2;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/110156912/
Piso en Chueca-Justicia, Madrid;Justicia;1900;95;1;1;10;1;0;1;1;0;0;https://www.idealista.com/inmueble/109931782/
Piso en Calle San David, Comillas, Madrid;Otros Madrid;2150;122;4;2;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/110094720/
Piso en Calle de Montesa, Goya, Madrid;Goya;2100;85;2;1;6;1;0;0;1;1;0;https://www.idealista.com/inmueble/106728667/
Piso en Calle de Fomento, Palacio, Madrid;Palacio;4250;91;3;3;-1;1;0;0;1;1;1;https://www.idealista.com/inmueble/107021631/
Piso en Calle de Viriato, Almagro, Madrid;Almagro;3200;125;3;3;1;1;1;1;1;0;0;https://www.idealista.com/inmueble/110011619/
Dúplex en Calle de Jerez, Nueva España, Madrid;Nueva España;8250;400;6;5;4;1;1;0;1;0;1;https://www.idealista.com/inmueble/110132572/
Piso en Calle de Almadén, 15, Huertas-Cortes, Madrid;Cortes;1665;56;2;1;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/108654563/
Piso en Calle de la Sombrerería, Lavapiés-Embajadores, Madrid;Lavapiés;1600;82;2;2;1;1;0;1;1;1;0;https://www.idealista.com/inmueble/110166432/
Estudio en Calle de Hortaleza, Chueca-Justicia, Madrid;Justicia;1100;29;0;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110086391/
Piso en Chueca-Justicia, Madrid;Justicia;3200;95;2;2;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/107864395/
Piso en Calle de Santa Engracia, Trafalgar, Madrid;Trafalgar;2000;80;2;1;4;1;1;0;1;1;1;https://www.idealista.com/inmueble/106584235/
Piso en de Larra, Chueca-Justicia, Madrid;Justicia;2600;110;2;2;1;1;0;1;1;0;0;https://www.idealista.com/inmueble/110089121/
Ático en Calle de los Relatores, Lavapiés-Embajadores, Madrid;Lavapiés;1850;75;2;2;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/110023997/
Piso en Calle de Serrano, Bernabéu-Hispanoamérica, Madrid;Hispanoamérica;3900;185;3;3;4;1;0;0;1;0;0;https://www.idealista.com/inmueble/110094990/
Chalet adosado en Conde Orgaz-Piovera, Madrid;Otros Madrid;5100;381;5;4;-1;0;1;1;1;0;0;https://www.idealista.com/inmueble/109708726/
Estudio en Calle de Triana, 35, Nueva España, Madrid;Nueva España;1650;20;0;4;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/102295919/
Piso en Bellas Vistas, Madrid;Bellas Vistas;1500;66;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110194910/
Piso en Calle de la Toronga, Conde Orgaz-Piovera, Madrid;Otros Madrid;3300;90;3;2;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/110195852/
Casa o chalet independiente en El Plantío, Madrid;Otros Madrid;15000;1200;8;6;-1;0;1;1;0;0;1;https://www.idealista.com/inmueble/109197850/
Piso en Calle de Santa Hortensia, Prosperidad, Madrid;Prosperidad;1700;84;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110115796/
Piso en Calle de Seco, 13, Adelfas, Madrid;Adelfas;1115;60;1;1;7;1;1;0;0;0;1;https://www.idealista.com/inmueble/109832746/
Piso en Pasaje del Áncora, Palos de la Frontera, Madrid;Otros Madrid;1200;62;2;1;1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110119695/
Piso en Calle de Vicente Gaceo, Ventilla-Almenara, Madrid;Almenara;1800;160;4;2;4;1;1;1;1;1;0;https://www.idealista.com/inmueble/110008665/
Estudio en Calle de Quintana, 2, Argüelles, Madrid;Argüelles;1975;55;0;1;12;1;0;0;1;1;1;https://www.idealista.com/inmueble/110186660/
Piso en Calle Isla de Tavira, Peñagrande, Madrid;Otros Madrid;1200;80;3;1;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/110027638/
Piso en Calle de Ibiza, Ibiza, Madrid;Ibiza;2280;111;4;2;6;1;0;0;0;0;0;https://www.idealista.com/inmueble/90158632/
Piso en Calle de Diego de León, 56, Lista, Madrid;Lista;2825;153;3;2;1;1;1;0;1;0;0;https://www.idealista.com/inmueble/109846617/
Piso en Calle de Valle de Oro, 17, Opañel, Madrid;Otros Madrid;1290;60;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110200497/
Piso en Calle de Fuente del Saz, Bernabéu-Hispanoamérica, Madrid;Hispanoamérica;1400;67;1;1;4;1;1;0;1;0;0;https://www.idealista.com/inmueble/101609414/
Piso en del Monte Esquinza, Almagro, Madrid;Almagro;2500;74;2;2;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/107751390/
Piso en Paseo del General Martínez Campos, 19, Almagro, Madrid;Almagro;3200;60;1;1;3;1;1;1;1;1;1;https://www.idealista.com/inmueble/103280349/
Piso en Calle de Ríos Rosas, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1300;44;1;1;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/110004198/
Piso en Calle de Lagasca, Castellana, Madrid;Castellana;25000;483;4;5;2;1;1;1;1;0;0;https://www.idealista.com/inmueble/104613177/
Piso en Plaza de Valparaíso, Bernabéu-Hispanoamérica, Madrid;Hispanoamérica;1200;60;1;1;3;1;0;1;1;1;0;https://www.idealista.com/inmueble/110058120/
Piso en Calle de Agastia, 71, San Juan Bautista, Madrid;Otros Madrid;3400;143;4;2;8;1;1;0;1;1;0;https://www.idealista.com/inmueble/103808111/
Ático en Calle de Palafox, Trafalgar, Madrid;Trafalgar;4050;90;2;2;4;1;0;1;1;1;1;https://www.idealista.com/inmueble/100674327/
Piso en Calle de José Celestino Mutis, Fuente del Berro, Madrid;Fuente del Berro;2500;60;2;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/110196289/
Piso en Calle de Espronceda, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2400;80;2;1;6;1;0;0;1;1;0;https://www.idealista.com/inmueble/110105265/
Piso en Calle Velázquez, Castellana, Madrid;Castellana;3500;117;3;2;3;1;0;0;0;0;1;https://www.idealista.com/inmueble/107456225/
Piso en Calle de Vallehermoso, Arapiles, Madrid;Arapiles;2400;80;2;2;5;1;0;0;1;1;1;https://www.idealista.com/inmueble/110094203/
Piso en Calle de San Dimas, Malasaña-Universidad, Madrid;Malasaña;1500;41;1;1;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/103962182/
Chalet pareado en Bernabéu-Hispanoamérica, Madrid;Hispanoamérica;4300;210;4;4;-1;0;0;1;1;0;1;https://www.idealista.com/inmueble/110026136/
Piso en Calle de Fray Luis de León, Palos de la Frontera, Madrid;Otros Madrid;1600;75;1;1;1;1;0;0;1;0;0;https://www.idealista.com/inmueble/89042084/
Piso en Calle del General Díaz Porlier, Goya, Madrid;Goya;4750;150;3;3;5;1;1;0;1;1;1;https://www.idealista.com/inmueble/109865985/
Estudio en Calle del Talco, Villaverde Alto, Madrid;Villaverde;800;27;0;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110194957/
Piso en Avenida de la Albufera, Numancia, Madrid;Otros Madrid;1350;58;2;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110194955/
Piso en Calle de Antonio Zamora, Puerta del Ángel, Madrid;Puerta del Ángel;1400;55;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110187951/
Piso en Calle de la Primavera, Lavapiés-Embajadores, Madrid;Lavapiés;1400;55;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110187956/
Estudio en Calle de Tordegrillos, Villaverde Alto, Madrid;Villaverde;790;25;0;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110194933/
Estudio en Calle de María Bosch, s/n, San Diego, Madrid;Otros Madrid;1200;32;0;1;0;1;0;1;0;1;1;https://www.idealista.com/inmueble/105233935/
Piso en Calle de Andrés Tamayo, Guindalera, Madrid;Guindalera;1975;100;1;1;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/109494919/
Piso en Calle de Vallehermoso, Arapiles, Madrid;Arapiles;1349;25;1;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110187901/
Ático en Calle de Sor Ángela de la Cruz, Cuzco-Castillejos, Madrid;Castillejos;2500;87;2;1;7;1;1;1;1;0;1;https://www.idealista.com/inmueble/108222898/
Estudio en Calle del Mediodía Chica, Palacio, Madrid;Palacio;1060;32;0;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/104302869/
Piso en Calle de Antonio Rodríguez Villa, El Viso, Madrid;El Viso;2850;90;2;2;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/102213865/
Piso en Calle de Cristóbal Bordiú, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1250;39;1;1;5;1;0;0;1;1;1;https://www.idealista.com/inmueble/109912857/
Piso en Calle de San Bernabé, Palacio, Madrid;Palacio;1950;65;2;1;0;1;0;1;1;1;1;https://www.idealista.com/inmueble/110051832/
Piso en Calle del Doctor Carracido, Palacio, Madrid;Palacio;1449;27;1;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109086810/
Piso en Calle de Medellín, Trafalgar, Madrid;Trafalgar;2295;67;1;1;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/106902782/
Chalet adosado en Avenida de Fuentelarreina, Ciudad Universitaria, Madrid;Ciudad Universitaria;8000;540;6;7;-1;1;1;1;1;0;0;https://www.idealista.com/inmueble/109838774/
Piso en Calle de Atocha, Huertas-Cortes, Madrid;Cortes;3450;140;3;2;5;1;1;0;1;1;0;https://www.idealista.com/inmueble/108220765/
Piso en Recoletos, Madrid;Recoletos;2500;128;2;1;6;1;0;1;1;0;0;https://www.idealista.com/inmueble/109899748/
Ático en Calle de Padilla, Castellana, Madrid;Castellana;3500;100;1;2;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/91748747/
Piso en Calle de las Infantas, Chueca-Justicia, Madrid;Justicia;1700;80;1;1;2;1;0;0;1;0;0;https://www.idealista.com/inmueble/101451739/
Chalet adosado en Tres Olivos - Valverde, Madrid;Otros Madrid;1990;81;2;2;-1;0;0;1;1;0;1;https://www.idealista.com/inmueble/110029730/
Piso en Paseo de los Pontones, Imperial, Madrid;Imperial;1395;65;2;1;7;1;0;1;0;1;0;https://www.idealista.com/inmueble/110110657/
Piso en Paseo de La Habana, Nueva España, Madrid;Nueva España;2000;73;2;1;3;1;0;0;1;0;1;https://www.idealista.com/inmueble/109541645/
Piso en Calle del Poeta Joan Maragall, Cuzco-Castillejos, Madrid;Castillejos;2750;145;3;2;5;1;1;0;1;0;1;https://www.idealista.com/inmueble/91367625/
Estudio en Malasaña-Universidad, Madrid;Malasaña;800;28;0;1;-1;1;0;0;1;1;1;https://www.idealista.com/inmueble/109061596/
Piso en Calle de Fernández de la Hoz, Almagro, Madrid;Almagro;2950;85;2;2;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/107512545/
Piso en Calle Juan de Mena, Jerónimos, Madrid;Jerónimos;7800;313;4;4;3;1;1;1;1;0;0;https://www.idealista.com/inmueble/86097526/
Piso en Plaza de España, 18, Argüelles, Madrid;Argüelles;5400;128;2;2;-1;1;0;1;1;1;0;https://www.idealista.com/inmueble/109396526/
Piso en Calle de O'Donnell, Estrella, Madrid;Estrella;3500;176;3;2;6;1;1;1;1;1;1;https://www.idealista.com/inmueble/109438483/
Ático en Calle de Don Ramón de la Cruz, Lista, Madrid;Lista;2500;114;2;2;6;1;0;1;1;0;1;https://www.idealista.com/inmueble/109844457/
Piso en Calle de Luis de Salazar, Prosperidad, Madrid;Prosperidad;2500;155;5;2;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/104681445/
Piso en Calle de Santa Engracia, Trafalgar, Madrid;Trafalgar;3800;73;2;2;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/105640445/
Piso en Calle de Mejía Lequerica, Chueca-Justicia, Madrid;Justicia;4200;202;4;2;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/108884369/
Piso en Paseo del General Martínez Campos, 24, Almagro, Madrid;Almagro;7290;213;3;3;8;1;0;1;1;1;0;https://www.idealista.com/inmueble/110143332/
Piso en Calle del General Álvarez de Castro, Trafalgar, Madrid;Trafalgar;3350;153;2;2;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/105637332/
Piso en Calle de Tenerife, Bellas Vistas, Madrid;Bellas Vistas;1400;57;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/108922308/
Piso en Calle de María Panés, 14, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1900;91;2;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109958246/
Casa o chalet independiente en Calle Peguerinos, Ciudad Universitaria, Madrid;Ciudad Universitaria;13800;1160;7;7;-1;0;1;1;1;0;0;https://www.idealista.com/inmueble/95258239/
Piso en Calle de Barrafon, Puerta del Ángel, Madrid;Puerta del Ángel;1150;40;1;1;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/105972233/
Dúplex en Calle de Pedro Tezano, 9, Berruguete, Madrid;Berruguete;799;30;1;1;0;1;0;1;0;1;0;https://www.idealista.com/inmueble/108471208/
Piso en Calle de Galileo, Arapiles, Madrid;Arapiles;2000;73;2;2;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/106483190/
Piso en CL Canillas, Prosperidad, Madrid;Prosperidad;2000;94;3;1;2;1;0;1;0;1;0;https://www.idealista.com/inmueble/109916125/
Piso en Calle de Téllez, Pacífico, Madrid;Pacífico;2600;120;3;2;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/106748105/
Piso en Calle de Antonio López, Moscardó, Madrid;Otros Madrid;1404;45;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/108916102/
Estudio en Calle de Santa Lucía, Malasaña-Universidad, Madrid;Malasaña;980;40;0;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110187058/
Piso en Calle de Claudio Coello, Castellana, Madrid;Castellana;3100;90;2;2;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/89705056/
Piso en Avenida de la Reina Victoria, Bellas Vistas, Madrid;Bellas Vistas;5300;192;4;5;2;1;1;1;1;1;0;https://www.idealista.com/inmueble/110143042/
Piso en Calle de José Antonio Fernández Ordóñez, Valdebebas - Valdefuentes, Madrid;Valdebebas;2400;151;3;2;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/110164032/
Piso en Calle del General Oráa, 20, Castellana, Madrid;Castellana;1590;60;1;1;0;1;0;1;1;1;0;https://www.idealista.com/inmueble/105687020/
Piso en Calle del General Arrando, Almagro, Madrid;Almagro;2000;72;1;1;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/109556987/
Piso en Calle de Rufino Blanco, 14, Fuente del Berro, Madrid;Fuente del Berro;2025;42;1;1;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/110141961/
Piso en Calle de Julio Palacios, La Paz, Madrid;Palacio;4300;205;5;4;6;1;1;1;1;0;0;https://www.idealista.com/inmueble/33292836/
Ático en Calle de Jorge Juan, Goya, Madrid;Goya;4500;185;2;3;6;1;0;1;1;0;0;https://www.idealista.com/inmueble/104585832/
Piso en Calle de Velázquez, Castellana, Madrid;Castellana;10000;305;4;5;7;1;1;1;1;0;0;https://www.idealista.com/inmueble/106530726/
Estudio en Calle de Sagasta, Trafalgar, Madrid;Trafalgar;1200;27;0;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109079719/
Piso en Plaza Angel de Carbajo, Cuzco-Castillejos, Madrid;Castillejos;1800;75;2;2;2;1;0;0;1;0;1;https://www.idealista.com/inmueble/109961721/
Casa o chalet independiente en Calle peguerinos, Ciudad Universitaria, Madrid;Ciudad Universitaria;14500;700;6;9;-1;1;1;1;1;1;0;https://www.idealista.com/inmueble/31367720/
Piso en Calle de Arturo Soria, Costillares, Madrid;Arturo Soria;2100;146;3;2;9;1;1;0;1;0;0;https://www.idealista.com/inmueble/109869649/
Chalet adosado en Calle de Álvaro Cunqueiro, Peñagrande, Madrid;Otros Madrid;3950;352;6;4;-1;0;1;0;1;0;1;https://www.idealista.com/inmueble/109006596/
Piso en Calle de San Roque, Malasaña-Universidad, Madrid;Malasaña;7500;260;3;4;2;1;1;0;1;1;0;https://www.idealista.com/inmueble/109280545/
Piso en Plaza de España, 18, Argüelles, Madrid;Argüelles;4700;105;2;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/109396533/
Piso en Calle Veza, 21, Valdeacederas, Madrid;Valdeacederas;1599;65;3;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/98768508/
Estudio en de Valverde, Malasaña-Universidad, Madrid;Malasaña;950;28;0;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/106555513/
Piso en Plaza de Cascorro, Lavapiés-Embajadores, Madrid;Lavapiés;1350;50;2;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/108092514/
Piso en Calle de Gabriela Mistral, Peñagrande, Madrid;Otros Madrid;3800;216;4;1;4;0;0;0;0;0;0;https://www.idealista.com/inmueble/109396480/
